,Text,Tag,Value,doc_id,ID,Prediction
57,Ｅ－ＭＡＩＬ：tomonari-tomoe@jogmec.go.jp（友成）,,,300365809,300365809-58,
58,misawa-ritsuko@jogmec.go.jp（三澤）,,,300365809,300365809-59,
59,イ．〒９２６－０００７ 石川県七尾市三室町１６５部１番地,,,300365809,300365809-60,
60,独立行政法人石油天然ガス・金属鉱物資源機構,,,300365809,300365809-61,
61,七尾国家石油ガス備蓄基地事務所 鈴木 悟（不在時：清田 裕雄）,,,300365809,300365809-62,
62,ＴＥＬ：０７６７－５８－８７８７ ＦＡＸ：０７６７－５８－８７８９,,,300365809,300365809-63,
63,Ｅ－ＭＡＩＬ：suzuki-satoru@jogmec.go.jp（鈴木）,,,300365809,300365809-64,
64,kiyoda-hiroo@jogmec.go.jp（清田）,,,300365809,300365809-65,
65,（２）入札説明書等の交付,,,300365809,300365809-66,
66,入札参加希望者に、上記（１）ア又はイにおいて、公告日から令和２年２月１４日,仕様書交付期限,令和２年２月１４日（）,300365809,300365809-67,
67,（金）までの土曜、日曜及び祝日を除く９時から１６時まで交付で直接行うものとす,,,300365809,300365809-68,
68,る。,,,300365809,300365809-69,
69,（３）入札説明会開催の有無：無,,,300365809,300365809-70,
70,（４）入札参加の申し込み,,,300365809,300365809-71,
71,入札参加希望者は郵送必着又は持ち込みにより提出のこと。,,,300365809,300365809-72,
72,ア．提出期限：令和２年２月１８日（火）１６時００分まで,資格申請締切日時,令和２年２月１８日（火）１６時００分,300365809,300365809-73,
73,イ．提出場所：前記（１）のア又はイ,,,300365809,300365809-74,
74,ウ．提出時間：９時００分から１６時００分まで,,,300365809,300365809-75,
75,土曜、日曜、祝日は休業。来所する際は、事前に電話連絡を入れる,,,300365809,300365809-76,
76,こと。,,,300365809,300365809-77,
77,2,,,300365809,300365809-78,
78,エ．必要な書類,,,300365809,300365809-79,
79,（ア）一般競争入札参加申請書（入札説明資料の配布資料２の様式１）,,,300365809,300365809-80,
80,（イ）競争参加資格者決定通知書「物品の販売」の写し,,,300365809,300365809-81,
81,（ウ）本公告に示した調達品を納入できることを証明する書類,,,300365809,300365809-82,
82,ア）供給能力審査書類及び添付書類,,,300365809,300365809-83,
83,イ）適合証明書及び関係書類,,,300365809,300365809-84,
84,（５）入札書の提出及び開札の日時及び場所,,,300365809,300365809-85,
85,ア．日 時：令和２年２月２１日（金）１５時００分,入札書締切日時;開札日時,令和２年２月２１日（金）１５時００分;時令和２年２月２１日（金）１５時００分,300365809,300365809-86,
86,イ．場 所：東京都港区虎ノ門二丁目１０番１号 虎ノ門ツインビルディング,開札場所,場所：東京都港区虎ノ門二丁目１０番１号虎ノ門ツインビルディング１,300365809,300365809-87,
87,独立行政法人石油天然ガス・金属鉱物資源機構 １３階会議室,,,300365809,300365809-88,
88,ウ．必要な書類： １）入札書（入札説明資料の配布資料２の様式２）,,,300365809,300365809-89,
89,封かんの上、件名、入札者の氏名を記入すること,,,300365809,300365809-90,
90,２）委任状（入札説明資料の配布資料２の様式３）,,,300365809,300365809-91,
91,入札者を代理人とする場合に必要,,,300365809,300365809-92,
92,３）印鑑証明書（コピー不可、発行日から３か月以内のもの）,,,300365809,300365809-93,
93,代表者が入札を行う場合にも必要,,,300365809,300365809-94,
94,４）入札書の予備、入札者（又は代理人）の印鑑,,,300365809,300365809-95,
95,再度入札の場合に必要,,,300365809,300365809-96,
96,４．入札保証金及び契約保証金に関する事項,,,300365809,300365809-97,
97,全額免除,,,300365809,300365809-98,
98,５．その他必要な事項,,,300365809,300365809-99,
99,（１）契約手続において使用する言語及び通貨,,,300365809,300365809-100,
100,日本語及び日本国通貨,,,300365809,300365809-101,
101,（２）入札者に要求される事項,,,300365809,300365809-102,
102,入札者は、入札参加資格通知の前日(令和２年２月１９日(水)までの間において、契,,,300365809,300365809-103,
103,約担当役から３．（４）エの書類等に関して照会があった場合には、それに応じなけれ,,,300365809,300365809-104,
104,ばならない。,,,300365809,300365809-105,
105,（３）入札の無効,,,300365809,300365809-106,
106,競争に参加する資格を有しない者がした入札及び入札の条件に違反した入札は無効,,,300365809,300365809-107,
107,とする。,,,300365809,300365809-108,
108,（４）契約書作成の要否 要,,,300365809,300365809-109,
109,（５）落札者の決定方法,,,300365809,300365809-110,
110,入札参加資格の通知を受けた者であって、予定価格の制限の範囲内で最低価格を,,,300365809,300365809-111,
111,もって有効な入札を行った者を落札者とする。,,,300365809,300365809-112,
112,（６）手続きにおける交渉の有無 無,,,300365809,300365809-113,
113,（７）詳細は入札説明書による。,,,300365809,300365809-114,
114,3,,,300365809,300365809-115,
115,（８）その他 本業務に係る契約締結は、令和２年度国家石油ガス管理等業務を機構が受,,,300365809,300365809-116,
116,託することを条件とする。予算状況により変更となる場合がある旨、予め了承の上,,,300365809,300365809-117,
117,入札に参加すること。,,,300365809,300365809-118,
118,○契約の公表に係る留意事項,,,300365809,300365809-119,
119,独立行政法人が行う契約については、「独立行政法人の事務・事業の見直しの基本方針」,,,300365809,300365809-120,
120,（平成２２年１２月７日閣議決定）において、独立行政法人と一定の関係を有する法人と,,,300365809,300365809-121,
121,契約をする場合には、当該法人への再就職の状況、当該法人との間の取引等の状況につい,,,300365809,300365809-122,
122,て情報を公開するなどの取組を進めるとされているところです。,,,300365809,300365809-123,
123,これに基づき、以下のとおり、機構との関係に係る情報を機構のホームページで公表す,,,300365809,300365809-124,
124,ることとしますので、所要の情報の当方への提供及び情報の公表に同意の上で、応札若し,,,300365809,300365809-125,
125,くは応募又は契約の締結を行っていただくよう御理解と御協力をお願いいたします。,,,300365809,300365809-126,
126,なお、案件への応札若しくは応募又は契約の締結をもって同意されたものとみなさせて,,,300365809,300365809-127,
127,いただきますので、ご了知願います。,,,300365809,300365809-128,
128,（１）公表の対象となる契約先,,,300365809,300365809-129,
129,次のいずれにも該当する契約先,,,300365809,300365809-130,
130,ア．機構において役員を経験した者（役員経験者）が再就職していること又は課長,,,300365809,300365809-131,
131,相当職以上の職を経験した者（課長相当職以上経験者）が役員、顧問等として,,,300365809,300365809-132,
132,再就職していること,,,300365809,300365809-133,
133,イ．機構との間の取引高が、総売上高又は事業収入の３分の１以上を占めているこ,,,300365809,300365809-134,
134,と,,,300365809,300365809-135,
135,※ 予定価格が一定の金額を超えない契約や光熱水費の支出に係る契約等は対象外,,,300365809,300365809-136,
136,（２）公表する情報,,,300365809,300365809-137,
137,上記に該当する契約先について、契約ごとに、物品役務等の名称及び数量、契約締,,,300365809,300365809-138,
138,結日、契約先の名称、契約金額等と併せ、次に掲げる情報を公表します。,,,300365809,300365809-139,
139,ア．機構の役員経験者及び課長相当職以上経験者（機構ＯＢ）の人数、職名及び機,,,300365809,300365809-140,
140,構における最終職名,,,300365809,300365809-141,
141,イ．機構との間の取引高,,,300365809,300365809-142,
142,ウ．総売上高又は事業収入に占める機構との間の取引高の割合が、次の区分のいず,,,300365809,300365809-143,
143,れかに該当する旨,,,300365809,300365809-144,
144,３分の１以上２分の１未満、２分の１以上３分の２未満又は３分の２以上,,,300365809,300365809-145,
145,エ．一者応札又は一者応募である場合はその旨,,,300365809,300365809-146,
146,（３）当方に提供していただく情報,,,300365809,300365809-147,
147,ア．契約締結日時点で在職している機構ＯＢに係る情報（人数、現在の職名及び機,,,300365809,300365809-148,
148,構における最終職名等）,,,300365809,300365809-149,
149,イ．直近の事業年度における総売上高又は事業収入及び機構との間の取引高,,,300365809,300365809-150,
150,（４）公表日,,,300365809,300365809-151,
151,契約締結日の翌日から起算して原則として７２日以内（４月に締結した契約につい,,,300365809,300365809-152,
152,ては原則として９３日以内）,,,300365809,300365809-153,
0,「新型コロナウィルス感染拡大の影響に伴い、朱字のとおり入札説明会を書面の交付に変更いたしました。」,,,300365927,300365927-1,
1,（令和2年3月5日）,,,300365927,300365927-2,
2,入 札 公 告,,,300365927,300365927-3,
3,次のとおり一般競争入札に付します。,,,300365927,300365927-4,
4,令和2年2月14日,公告日,令和2年2月14日,300365927,300365927-5,
5,独立行政法人石油天然ガス・金属鉱物資源機構,,,300365927,300365927-6,
6,契約担当役 理事 定光 裕樹,,,300365927,300365927-7,
7,◎調達機関番号 586 ◎所在地番号13,,,300365927,300365927-8,
8,１．競争入札に付する事項,,,300365927,300365927-9,
9,"（１）品目分類番号 71,27",,,300365927,300365927-10,
10,（２）件名 役職員用ノート型パソコン等の賃貸借,,,300365927,300365927-11,
11,（３）調達機器等 ①ノート型パソコン ３２０台,,,300365927,300365927-12,
12,②ディスプレイ ３２０台,,,300365927,300365927-13,
13,③キーボード ３２０台,,,300365927,300365927-14,
14,④マウス ３２０台,,,300365927,300365927-15,
15,（４）納入期限 令和2年5月29日,調達終了日,令和2年5月29日,300365927,300365927-16,
16,（５）納入場所 独立行政法人石油天然ガス・金属鉱物資源機構 東京本部,施設名,独立行政法人石油天然ガス・金属鉱物資源機構東京本部,300365927,300365927-17,
17,〒105-0001 東京都港区二丁目10番1号,資格申請送付先;都道府県;需要場所(住所),〒105-0001;東京都;〒105-東京都港区二丁目10番1号,300365927,300365927-18,
18,及び機構が指定する場所,,,300365927,300365927-19,
19,（６）入札方法,,,300365927,300365927-20,
20,一般競争入札,,,300365927,300365927-21,
21,入札金額は調達機器等の賃貸借契約期間中における総価（36 か月分）を記載する,,,300365927,300365927-22,
22,こと。なお、落札者の決定に当たっては入札書に記載された金額に当該金額の１０パ,,,300365927,300365927-23,
23,ーセントに相当する額を加算した金額（当該金額に１円未満の端数があるときは、そ,,,300365927,300365927-24,
24,の端数を切り捨てた金額）をもって落札価格とするので、入札者は消費税及び地方消,,,300365927,300365927-25,
25,費税に係る課税事業者であるか免税事業者であるかを問わず、見積った価格の１１,,,300365927,300365927-26,
26,０分の１００に相当する金額を入札書に記載すること。,,,300365927,300365927-27,
27,２．競争に参加する者に必要な資格に関する事項,,,300365927,300365927-28,
28,下記全ての条件を満たすものとする。,,,300365927,300365927-29,
29,（１）独立行政法人石油天然ガス・金属鉱物資源機構の「競争参加者の資格に関する公示」の「３競争に参加することができない者」に該当しない者であること。,,,300365927,300365927-30,
30,（２）国内の法人又は個人については、令和０１・０２・０３年度（平成３１・３２・３３年度）競争参加資格（全省庁統一資格）の「役務の提供等」の「賃貸借」で「Ａ」の等級に格付けされている者、又は当該競争参加資格を有していない者で、入札日までに競争参加者資格審査を受け、当該等級に格付けされた者であること。,,,300365927,300365927-31,
31,（３）現在、国又は政府関係機関等から補助金交付の停止又は契約に係る指名停止等の行政処分を受けていないこと。,,,300365927,300365927-32,
32,（４）本公告に示した調達物品を納入できることを証明するため、下記①～②の条件を満たした書類を令和2年3月27日（金）16時までに持参、郵送、FAX、電子メールへの添付等の方法により提出すること。,資格申請締切日時,和2年3月27日,300365927,300365927-33,
33,なお、該当資格を有しない者にのみ令和2年4月3日（金）16時までに、通知を行う。,,,300365927,300365927-34,
34,①適合証明書（入札説明書に様式あり）,,,300365927,300365927-35,
35,②導入計画書（契約締結後から納品までの作業工程等）,,,300365927,300365927-36,
36,（５）下記３．（３２）の入札説明会における入札説明書の交付を受けた者。,,,300365927,300365927-37,
37,３．契約条項を示す場所等,,,300365927,300365927-38,
38,（１）契約条項を示す場所及び問い合わせ先,,,300365927,300365927-39,
39,〒105-0001,,,300365927,300365927-40,
40,東京都港区虎ノ門二丁目１０番１号 虎ノ門ツインビルディング,資格申請送付先;質問箇所所属/担当者,１００００１東京都港区虎ノ門二丁目１０番１号虎ノ門ツインビルディング;１００００１東京都港区虎ノ門二丁目１０番１号虎ノ門ツインビルディング,300365927,300365927-41,
41,独立行政法人石油天然ガス・金属鉱物資源機構,,,300365927,300365927-42,
42,総務部情報システム課 青砥又は針替,入札書送付先部署/担当者名;資格申請送付先部署/担当者名,砥;総務部情報システム課青砥又は針,300365927,300365927-43,
43,Tel 03-6758-8688 Fax 03-6758-8055,質問箇所TEL/FAX,03-6758-868803-6758-8055,300365927,300365927-44,
44,E-Mail nyusatsu_isdiv@jogmec.go.jp,,,300365927,300365927-45,
45,（２）入札説明書の交付方法,,,300365927,300365927-46,
46,入札参加希望者に、下記３．（３）の入札説明会にて交付する。,,,300365927,300365927-47,
47,（３）入札説明会の日時及び場所,,,300365927,300365927-48,
48,令和2年3月4日（水）11時00分,,,300365927,300365927-49,
49,上記３．（１）の16GH会議室,,,300365927,300365927-50,
50,※入札説明会の参加書の交付希望者は令和2年3月312日（火木）16時までに、添付の「入札説明 会参加 書交付申込書」を E-Mail（上記３．（１）に記載）にて提出すること。「入札説明書交付申込書」の内容に基づき、入札説明書をE-Mailにて交付する。,,,300365927,300365927-51,
51,（４３）入札書の提出及び開札の日時及び場所,,,300365927,300365927-52,
52,令和2年4月7日（火）11時00分,開札日時,令和2年4月7日（火）11時00分,300365927,300365927-53,
53,上記３．（１）の16H会議室,開札場所,16H会議室,300365927,300365927-54,
54,４．入札保証金及び契約保証金に関する事項,,,300365927,300365927-55,
55,全額免除,,,300365927,300365927-56,
56,５．その他必要な事項,,,300365927,300365927-57,
57,（１）入札の無効 競争に参加する資格を有しない者がした入札及び入札の条件に違反した入札は無効とする。,,,300365927,300365927-58,
58,（２）入札説明会の有無 有,,,300365927,300365927-59,
59,（３）契約書作成の要否 要,,,300365927,300365927-60,
60,（４）落札者定方法 予定価格の制限の範囲内で有効な入札を行った者のうち、最も低い,,,300365927,300365927-61,
61,価格をもって入札した者を落札者とする。ただし、落札者となるべき者の入札価格,,,300365927,300365927-62,
62,によっては、その者により当該契約の内容に適合した履行がなされないおそれが,,,300365927,300365927-63,
63,あると認められるとき、又はその者と契約することが公正な取引の秩序を乱すこ,,,300365927,300365927-64,
64,ととなるおそれがあって著しく不適当であると認められるときは、予定価格の範,,,300365927,300365927-65,
65,囲内の価格をもって入札をした他の者のうち、最低の価格をもって入札をしたも,,,300365927,300365927-66,
66,のを落札者とすることがある。,,,300365927,300365927-67,
67,（５）手続きにおける交渉の有無 無,,,300365927,300365927-68,
68,○契約の公表に係る留意事項,,,300365927,300365927-69,
69,独立行政法人が行う契約については、「独立行政法人の事務・事業の見直しの基本方針」,,,300365927,300365927-70,
70,（平成２２年１２月７日閣議決定）において、独立行政法人と一定の関係を有する法人と契,,,300365927,300365927-71,
71,約をする場合には、当該法人への再就職の状況、当該法人との間の取引等の状況について,,,300365927,300365927-72,
72,情報を公開するなどの取組を進めるとされているところです。,,,300365927,300365927-73,
73,これに基づき、以下のとおり、当機構との関係に係る情報を当機構のホームページで公,,,300365927,300365927-74,
74,表することとしますので、所要の情報の当方への提供及び情報の公表に同意の上で、応札,,,300365927,300365927-75,
75,若しくは応募又は契約の締結を行っていただくよう御理解と御協力をお願いいたします。,,,300365927,300365927-76,
76,なお、案件への応札若しくは応募又は契約の締結をもって同意されたものとみなさせ,,,300365927,300365927-77,
77,ていただきますので、ご了知願います。,,,300365927,300365927-78,
78,（１）公表の対象となる契約先,,,300365927,300365927-79,
79,次のいずれにも該当する契約先,,,300365927,300365927-80,
80,①当機構において役員を経験した者（役員経験者）が再就職していること又は課長相当職以上の職を経験した者（課長相当職以上経験者）が役員、顧問等として再就職していること,,,300365927,300365927-81,
81,②当機構との間の取引高が、総売上高又は事業収入の３分の１以上を占めていること,,,300365927,300365927-82,
82,※予定価格が一定の金額を超えない契約や光熱水費の支出に係る契約等は対象外,,,300365927,300365927-83,
83,（２）公表する情報,,,300365927,300365927-84,
84,上記に該当する契約先について、契約ごとに、物品役務等の名称及び数量、契約締結日、契約先の名称、契約金額等と併せ、次に掲げる情報を公表します。,,,300365927,300365927-85,
85,①当機構の役員経験者及び課長相当職以上経験者（当機構ＯＢ）の人数、職名及び当機構における最終職名,,,300365927,300365927-86,
86,②当機構との間の取引高,,,300365927,300365927-87,
87,③総売上高又は事業収入に占める当機構との間の取引高の割合が、次の区分のいずれかに該当する旨,,,300365927,300365927-88,
88,３分の１以上２分の１未満、２分の１以上３分の２未満又は３分の２以上,,,300365927,300365927-89,
89,④一者応札又は一者応募である場合はその旨,,,300365927,300365927-90,
90,（３）当方に提供していただく情報,,,300365927,300365927-91,
91,①契約締結日時点で在職している当機構ＯＢに係る情報（人数、現在の職名及び当機構における最終職名等）,,,300365927,300365927-92,
92,②直近の事業年度における総売上高又は事業収入及び当機構との間の取引高,,,300365927,300365927-93,
93,（４）公表日,,,300365927,300365927-94,
94,契約締結日の翌日から起算して原則として７２日以内（ただし、各年度の４月１日,,,300365927,300365927-95,
95,から4月30日までの間に締結した契約については９３日以内）,,,300365927,300365927-96,
0,入 札 公 告,,,300365942,300365942-1,
1,次のとおり一般競争入札に付します。,,,300365942,300365942-2,
2,令和２年２月１２日,公告日,令和２年２月１２日,300365942,300365942-3,
3,独立行政法人石油天然ガス・金属鉱物資源機構,,,300365942,300365942-4,
4,契約担当役 理事 定光 裕樹,,,300365942,300365942-5,
5,１．競争入札に付する事項,,,300365942,300365942-6,
6,（１）件名 文書管理システム導入における要件定義書作成業務及びそれに付帯する業務委託契約,入札件名,文書管理システム導入における要件定義書作成業務及びそれに付帯する業務委託契約,300365942,300365942-7,
7,（２）内容 業務の効率化及び生産性の向上のため、IT を活用し東京本部外も含め執務環境の整備を図ることを目的とした文書管理システムの導入のための要件定義書作成業務委託契約,,,300365942,300365942-8,
8,（３）契約期間 契約締結日から令和２年３月３１日,調達終了日;調達開始日,令和２年３月３１日;契約締結日,300365942,300365942-9,
9,（４）入札方法,,,300365942,300365942-10,
10,一般競争入札,,,300365942,300365942-11,
11,入札金額は総額を記載すること。なお、落札者の決定に当たっては入札書に記載され,,,300365942,300365942-12,
12,た金額に当該金額の１０パーセントに相当する額を加算した金額（当該金額に１円未,,,300365942,300365942-13,
13,満の端数があるときは、その端数金額を切り捨てた金額）をもって落札価格とするので、,,,300365942,300365942-14,
14,入札者は消費税及び地方消費税に係る課税事業者であるか免税事業者であるかを問わ,,,300365942,300365942-15,
15,ず、見積った価格の１１０分の１００に相当する金額を入札書に記載すること。,,,300365942,300365942-16,
16,２．競争に参加する者に必要な資格に関する事項,,,300365942,300365942-17,
17,下記全ての条件を満たすものとする。,,,300365942,300365942-18,
18,（１）独立行政法人石油天然ガス・金属鉱物資源機構の「競争参加者の資格に関する公示」の「３競争に参加することができない者」に該当しない者であること。,,,300365942,300365942-19,
19,（２）令和０１・０２・０３年度（平成３１・３２・３３年度）の競争参加資格（全省庁統一資格）において「役務の提供」で「Ａ」、「Ｂ」、若しくは「Ｃ」の等級に格付けされた者、又は当該競争参加資格を有していない者で、入札書の提出の日時までに競争参加資格審査を受け、競争参加資格者名簿に登載された者であること。,,,300365942,300365942-20,
20,（３）現在、国又は政府関係機関等から補助金交付の停止又は契約に係る指名停止等の行政処分を受けていないこと。,,,300365942,300365942-21,
21,（４）入札に参加を希望する者は、下記３．（３）にて開催を予定している入札説明会にて入札説明書の交付を受けること。,,,300365942,300365942-22,
22,（５）入札に参加を希望する者は、「一般競争入札参加申請書」、「資格決定通知書の写し」、「印鑑証明書の原本（発行日から３か月以内のもの）」を令和２年２月２７日１７時００分までに下記３．（１）に示す場所に郵送（必着）又は持込みにより提出すること。,資格申請締切日時,令和２年２月２７日１７時００分令和２年２月２７日１７時００分,300365942,300365942-23,
23,（６）文書管理システム、又はそれに同等のシステムに関する構築等の実績を過去10年間に有すること。また、それを証する書面等の写しを令和２年２月２７日１７時００分までに下記３．（１）に示す場所に郵送（必着）又は持ち込みにより提出すること。,,,300365942,300365942-24,
24,３．契約条項を示す場所等,,,300365942,300365942-25,
25,（１）契約条項を示す場所及び問い合わせ先,,,300365942,300365942-26,
26,〒105-0001,,,300365942,300365942-27,
27,東京都港区虎ノ門二丁目１０番１号 虎ノ門ツインビルディング 西棟17階,質問箇所所属/担当者,1００００1東京都港区虎ノ門二丁目1０番1号虎ノ門ツインビルディング西棟17階,300365942,300365942-28,
28,独立行政法人石油天然ガス・金属鉱物資源機構,,,300365942,300365942-29,
29,総務部 総務課 担当：笹井、乙丸,,,300365942,300365942-30,
30,Tel 03-6758-8020 Fax 03-6758-8008,質問箇所TEL/FAX,Tel03-6758-8020Fax03-6758-8008,300365942,300365942-31,
31,（２）入札説明書の交付,,,300365942,300365942-32,
32,下記（３）にて開催を予定している入札説明会にて配布する。なお、入札説明書の交,,,300365942,300365942-33,
33,付を受ける者は別添「秘密保持に関する誓約書」に代表者署名又は記名捺印の上、入,,,300365942,300365942-34,
34,札説明会にて提出すること。,,,300365942,300365942-35,
35,（３）入札説明会の日時及び場所,,,300365942,300365942-36,
36,令和２年２月１７日（月）１２時００分,,,300365942,300365942-37,
37,東京都港区虎ノ門二丁目１０番１号 虎ノ門ツインビルディング 西棟１３階,,,300365942,300365942-38,
38,独立行政法人石油天然ガス・金属鉱物資源機構 １３E会議室,,,300365942,300365942-39,
39,（４）入札書の提出及び開札の日時及び場所,,,300365942,300365942-40,
40,令和２年２月２８日（金）１１時００分,入札書締切日時;開札日時,令和２年２月２８日（金）１１時００分;令和２年２月２８日（金）１１時００分,300365942,300365942-41,
41,東京都港区虎ノ門二丁目１０番１号 虎ノ門ツインビルディング 西棟１３階,開札場所,東京都港区虎ノ門二丁目１０番１号虎ノ門ツインビルディング西棟１３階１３,300365942,300365942-42,
42,独立行政法人石油天然ガス・金属鉱物資源機構 １３H会議室,,,300365942,300365942-43,
43,４．入札保証金及び契約保証金に関する事項,,,300365942,300365942-44,
44,全額免除,,,300365942,300365942-45,
45,５．その他必要な事項,,,300365942,300365942-46,
46,（１）入札の無効 競争に参加する資格を有しない者がした入札及び入札の条件に違反した入札は無効とする。,,,300365942,300365942-47,
47,（２）契約書作成の要否 要（業務委託契約書（案）のとおり）,,,300365942,300365942-48,
48,（３）落札者の決定方法 予定価格の制限の範囲内で有効な入札を行った者のうち、最も低い価格をもって入札した者を落札者とする。,,,300365942,300365942-49,
49,○契約の公表に係る留意事項,,,300365942,300365942-50,
50,独立行政法人が行う契約については、「独立行政法人の事務・事業の見直しの基本方針」,,,300365942,300365942-51,
51,（平成２２年１２月７日閣議決定）において、独立行政法人と一定の関係を有する法人と,,,300365942,300365942-52,
52,契約をする場合には、当該法人への再就職の状況、当該法人との間の取引等の状況につい,,,300365942,300365942-53,
53,て情報を公開するなどの取組を進めるとされているところです。,,,300365942,300365942-54,
54,これに基づき、以下のとおり、当機構との関係に係る情報を当機構のホームページで公,,,300365942,300365942-55,
55,表することとしますので、所要の情報の当方への提供及び情報の公表に同意の上で、応札,,,300365942,300365942-56,
56,若しくは応募又は契約の締結を行っていただくよう御理解と御協力をお願いいたします。,,,300365942,300365942-57,
57,なお、案件への応札若しくは応募又は契約の締結をもって同意されたものとみなさせて,,,300365942,300365942-58,
58,いただきますので、御了知願います。,,,300365942,300365942-59,
59,（１）公表の対象となる契約先,,,300365942,300365942-60,
60,次のいずれにも該当する契約先,,,300365942,300365942-61,
61,① 当機構において役員を経験した者（役員経験者）が再就職していること又は課長相当職以上の職を経験した者（課長相当職以上経験者）が役員、顧問等として再就職していること,,,300365942,300365942-62,
62,② 当機構との間の取引高が、総売上高又は事業収入の３分の１以上を占めていること,,,300365942,300365942-63,
63,※ 予定価格が一定の金額を超えない契約や光熱水費の支出に係る契約等は対象外,,,300365942,300365942-64,
64,（２）公表する情報,,,300365942,300365942-65,
65,上記に該当する契約先について、契約ごとに、物品役務等の名称及び数量、契約締結,,,300365942,300365942-66,
66,日、契約先の名称、契約金額等と併せ、次に掲げる情報を公表します。,,,300365942,300365942-67,
67,① 当機構の役員経験者及び課長相当職以上経験者（当機構ＯＢ）の人数、職名及び当機構における最終職名,,,300365942,300365942-68,
68,② 当機構との間の取引高,,,300365942,300365942-69,
69,③ 総売上高又は事業収入に占める当機構との間の取引高の割合が、次の区分のいずれかに該当する旨,,,300365942,300365942-70,
70,３分の１以上２分の１未満、２分の１以上３分の２未満又は３分の２以上,,,300365942,300365942-71,
71,④ 一者応札又は一者応募である場合はその旨,,,300365942,300365942-72,
72,（３）当方に提供していただく情報,,,300365942,300365942-73,
73,① 契約締結日時点で在職している当機構ＯＢに係る情報（人数、現在の職名及び当機構における最終職名等）,,,300365942,300365942-74,
74,② 直近の事業年度における総売上高又は事業収入及び当機構との間の取引高,,,300365942,300365942-75,
75,（４）公表日,,,300365942,300365942-76,
76,契約締結日の翌日から起算して原則として７２日以内（４月に締結した契約につい,,,300365942,300365942-77,
77,ては原則として９３日以内）,,,300365942,300365942-78,
0,入 札 公 告,,,300366166,300366166-1,
1,次のとおり一般競争入札（最高価格落札方式）に付します。,,,300366166,300366166-2,
2,令和2年2月20日,公告日,令和2年2月20日,300366166,300366166-3,
3,独立行政法人石油天然ガス・金属鉱物資源機構,,,300366166,300366166-4,
4,契約担当役 九州支部長 田中 一久,,,300366166,300366166-5,
5,1. 競争入札に付する事項,,,300366166,300366166-6,
6,(1) 件 名 不動産（筑紫野敷地）の売却,入札件名,不動産(筑紫野敷地)の売却,300366166,300366166-7,
7,(2) 売却対象物件,,,300366166,300366166-8,
8,物件名|筑紫野敷地,,,300366166,300366166-9,
9,所有者|独立行政法人石油天然ガス・金属鉱物資源機構,,,300366166,300366166-10,
10,（以下、登記記録の表示によります。）,,,300366166,300366166-11,
11,土地|所在|福岡県筑紫野市二日市北二丁目,都道府県;需要場所(住所),福岡県;福岡県筑紫野市二日市北二丁目土地,300366166,300366166-12,
12,土地|地番|２９６番２０,,,300366166,300366166-13,
13,土地|地目|原野（現状宅地）,,,300366166,300366166-14,
14,土地|地積|６１８．９３㎡,,,300366166,300366166-15,
15,(3) 最低売却価格 金７，１２０，０００円,,,300366166,300366166-16,
16,(4) 留 意 事 項,,,300366166,300366166-17,
17,入札参加者は、売却対象不動産（以下「対象物件」という。）に係る用途制限等法令,,,300366166,300366166-18,
18,の制限及び購入後の利用計画に影響する諸条件等については所轄官庁等に直接ご確認,,,300366166,300366166-19,
19,ください。入札参加者は、入札説明書及び対象物件の法令上の規制を全て承知のうえで、,,,300366166,300366166-20,
20,競争入札に参加されているものと見なします。,,,300366166,300366166-21,
21,2. 競争に参加する者に必要な資格に関する事項,,,300366166,300366166-22,
22,次に掲げる条件を満たしている者であること。,,,300366166,300366166-23,
23,なお、入札後であっても、競争参加資格のなかったことが判明した場合は、当該者の行,,,300366166,300366166-24,
24,った入札は無効とします。,,,300366166,300366166-25,
25,(1) 次の①から⑧までのいずれにも該当していないこと。,,,300366166,300366166-26,
26,①独立行政法人石油天然ガス・金属鉱物資源機構（以下「当機構」という。）の「競争参加者の資格に関する公示」の「3 競争に参加することができない者」に該当しない者であること,,,300366166,300366166-27,
27,（参考URL：http://www.jogmec.go.jp/news/bid/participation003.html）,,,300366166,300366166-28,
28,②当機構が所有する不動産（土地、建物（内装、造作及び建築設備等を除く。）、構築物その他土地の定着物）に関する事務に従事する職員にあっては、その取扱いに係る不動産を譲受、又は自己の所有物と交換することができない。,,,300366166,300366166-29,
29,③対象物件の購入目的が、風俗営業等の規制及び業務の適正化等に関する法律（昭和23年法律第122号）に規定するところの風俗営業、性風俗関連特殊営業又はこれに関連する業務に用いない者であること,,,300366166,300366166-30,
30,④警察当局から、暴力団員が実質的に経営を支配する業者又はこれに準ずるものとして、当機構発注業務等からの排除要請があり、当該状態が継続している者,,,300366166,300366166-31,
31,⑤破壊活動防止法（昭和27年法律第240号）に基づくところの破壊活動団体及びその構成員,,,300366166,300366166-32,
32,⑥暴力団員による不当な行為の防止等に関する法律（平成3年法律第77号）第32 条第 1 項各号に掲げる暴力団若しくは法律の規定に基づき公の秩序等を害するおものの用に供し又これらの用に供されることを知りながら、売買物件の所有権を第それのある団体等であることが指定されている者の事務所又はその他これに類する三者に移転し又は売買物件を第三者に貸そうとする者,,,300366166,300366166-33,
33,⑦国税及び地方税その他公租公課について滞納処分を受けている者,,,300366166,300366166-34,
34,⑧その他当機構が不適当と認めた者,,,300366166,300366166-35,
